flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
2026-06-25,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B7,,2026-06-25T01:45:00+00:00,2026-06-25T01:45:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,9,4,2026-06-25T11:00:00+00:00,,,,,,Virgin Australia,VA,VOZ,5537,VA5537,VOZ5537,,singapore airlines,sq,sia,237,sq237,sia237,,,,76CD74,,,,,,,,
2026-06-25,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B7,,2026-06-25T01:45:00+00:00,2026-06-25T01:45:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,9,4,2026-06-25T11:00:00+00:00,,,,,,Turkish Airlines,TK,THY,9324,TK9324,THY9324,,singapore airlines,sq,sia,237,sq237,sia237,,,,76CD74,,,,,,,,
2026-06-25,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B7,,2026-06-25T01:45:00+00:00,2026-06-25T01:45:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,9,4,2026-06-25T11:00:00+00:00,,,,,,SAS,SK,SAS,8063,SK8063,SAS8063,,singapore airlines,sq,sia,237,sq237,sia237,,,,76CD74,,,,,,,,
2026-06-25,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B7,,2026-06-25T01:45:00+00:00,2026-06-25T01:45:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,9,4,2026-06-25T11:00:00+00:00,,,,,,Swiss,LX,SWR,9074,LX9074,SWR9074,,singapore airlines,sq,sia,237,sq237,sia237,,,,76CD74,,,,,,,,
2026-06-25,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B7,,2026-06-25T01:45:00+00:00,2026-06-25T01:45:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,9,4,2026-06-25T11:00:00+00:00,,,,,,Lufthansa,LH,DLH,7204,LH7204,DLH7204,,singapore airlines,sq,sia,237,sq237,sia237,,,,76CD74,,,,,,,,
2026-06-25,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B7,,2026-06-25T01:45:00+00:00,2026-06-25T01:45:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,9,4,2026-06-25T11:00:00+00:00,,,,,,Ethiopian Airlines,ET,ETH,1303,ET1303,ETH1303,,singapore airlines,sq,sia,237,sq237,sia237,,,,76CD74,,,,,,,,
2026-06-25,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B7,,2026-06-25T01:45:00+00:00,2026-06-25T01:45:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,9,4,2026-06-25T11:00:00+00:00,,,,,,Air India,AI,AIC,8208,AI8208,AIC8208,,singapore airlines,sq,sia,237,sq237,sia237,,,,76CD74,,,,,,,,
2026-06-25,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C22,,2026-06-25T01:40:00+00:00,2026-06-25T01:40:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,,2026-06-25T04:50:00+00:00,,,,,,TAP Air Portugal,TP,TAP,6367,TP6367,TAP6367,,emirates,ek,uae,349,ek349,uae349,,,,,,,,,,,,
2026-06-25,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C22,,2026-06-25T01:40:00+00:00,2026-06-25T01:40:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,,2026-06-25T04:50:00+00:00,,,,,,Qantas,QF,QFA,8381,QF8381,QFA8381,,emirates,ek,uae,349,ek349,uae349,,,,,,,,,,,,
2026-06-25,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C22,,2026-06-25T01:40:00+00:00,2026-06-25T01:40:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,,2026-06-25T04:50:00+00:00,,,,,,Condor,DE,CFG,5932,DE5932,CFG5932,,emirates,ek,uae,349,ek349,uae349,,,,,,,,,,,,
2026-06-25,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C22,,2026-06-25T01:40:00+00:00,2026-06-25T01:40:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,,2026-06-25T04:50:00+00:00,,,,,,Air Canada,AC,ACA,7611,AC7611,ACA7611,,emirates,ek,uae,349,ek349,uae349,,,,,,,,,,,,
2026-06-25,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B6,,2026-06-25T01:30:00+00:00,2026-06-25T01:30:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,3,,,2026-06-25T08:05:00+00:00,,,,,,TAP Air Portugal,TP,TAP,8426,TP8426,TAP8426,,singapore airlines,sq,sia,366,sq366,sia366,,,,76CDA8,,,,,,,,
2026-06-25,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-06-25T07:05:00+00:00,2026-06-25T07:05:00+00:00,,,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,1,,,2026-06-25T08:25:00+00:00,,,,,,,H1,H1,4382,H14382,H14382,,vietjet air,vj,vjc,628,vj628,vjc628,,,,,,,,,,,,
2026-06-25,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-06-25T07:05:00+00:00,2026-06-25T07:05:00+00:00,,,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,1,,,2026-06-25T08:25:00+00:00,,,,,,Flexflight,W2,FXT,4628,W24628,FXT4628,,vietjet air,vj,vjc,628,vj628,vjc628,,,,,,,,,,,,
2026-06-25,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-06-25T07:05:00+00:00,2026-06-25T07:05:00+00:00,,,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,1,,,2026-06-25T08:25:00+00:00,,,,,,,A1,A1,2628,A12628,A12628,,vietjet air,vj,vjc,628,vj628,vjc628,,,,,,,,,,,,
2026-06-25,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,3,,,2026-06-25T07:00:00+00:00,2026-06-25T07:00:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-06-25T09:10:00+00:00,,,,,,Air Cambodia,K6,KHV,3240,K63240,KHV3240,,vietnam airlines,vn,hvn,240,vn240,hvn240,,,,,,,,,,,,
2026-06-25,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,3,,,2026-06-25T07:00:00+00:00,2026-06-25T07:00:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-06-25T09:10:00+00:00,,,,,,China Airlines,CI,CAL,8800,CI8800,CAL8800,,vietnam airlines,vn,hvn,240,vn240,hvn240,,,,,,,,,,,,
2026-06-25,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-25T07:00:00+00:00,2026-06-25T07:00:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,57B,,2026-06-25T15:05:00+00:00,,,,,,Vietnam Airlines,VN,HVN,3308,VN3308,HVN3308,,all nippon airways,nh,ana,834,nh834,ana834,,,,,,,,,,,,
2026-06-25,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-25T07:00:00+00:00,2026-06-25T07:00:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,57B,,2026-06-25T15:05:00+00:00,,,,,,Air Canada,AC,ACA,6282,AC6282,ACA6282,,all nippon airways,nh,ana,834,nh834,ana834,,,,,,,,,,,,
2026-06-25,scheduled,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,B1-B,,2026-06-25T00:10:00+00:00,2026-06-25T00:10:00+00:00,,,,Mohamed V,Africa/Casablanca,CMN,GMMN,2,,,2026-06-25T03:15:00+00:00,46.0,,,,,Air Arabia,G9,ABY,438,G9438,ABY438,,,,,,,,,,,020175,,,,,,,,
2026-06-25,scheduled,,,Nikos Kazantzakis Airport,Europe/Athens,HER,LGIR,,,,2026-06-25T00:30:00+00:00,2026-06-25T00:30:00+00:00,,,,Diagoras,Europe/Athens,RHO,LGRP,,,,2026-06-25T01:20:00+00:00,,,,,,Greece - Air Force,,HAF,,,HAF,,,,,,,,,,,468078,,,,,,,,
2026-06-25,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,C,,2026-06-25T03:25:00+00:00,2026-06-25T03:25:00+00:00,,,,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,1,,,2026-06-25T11:15:00+00:00,25.0,,,,,Lufthansa Cargo,GEC,GEC,8403,GEC8403,GEC8403,,,,,,,,,,,3C70C1,,,,,,,,
2026-06-25,scheduled,,,Punta Raisi,Europe/Rome,PMO,LICJ,,,,2026-06-25T01:55:00+00:00,2026-06-25T01:55:00+00:00,,,,Milano Malpensa,Europe/Rome,MXP,LIMC,T2,,,2026-06-25T00:15:00+00:00,12.0,,,,,easyJet Europe,EC,EJU,3512,EC3512,EJU3512,,,,,,,,,,,,,,,,,,,
2026-06-25,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,E21,,2026-06-25T07:20:00+00:00,2026-06-25T07:20:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-06-25T12:45:00+00:00,,,,,,Air China,CA,CCA,5233,CA5233,CCA5233,,turkish airlines,tk,thy,197,tk197,thy197,,,,4BB192,,,,,,,,
2026-06-25,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-06-25T07:15:00+00:00,2026-06-25T07:15:00+00:00,,,,Jinjiang,Asia/Shanghai,JJN,ZSQZ,,,,2026-06-25T09:55:00+00:00,,,,,,Shandong Airlines,SC,CDG,9671,SC9671,CDG9671,,shenzhen airlines,zh,csz,9187,zh9187,csz9187,,,,780303,,,,,,,,
2026-06-25,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-06-25T07:15:00+00:00,2026-06-25T07:15:00+00:00,,,,Jinjiang,Asia/Shanghai,JJN,ZSQZ,,,,2026-06-25T09:55:00+00:00,,,,,,Air China,CA,CCA,3887,CA3887,CCA3887,,shenzhen airlines,zh,csz,9187,zh9187,csz9187,,,,780303,,,,,,,,
2026-06-25,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-06-25T07:15:00+00:00,2026-06-25T07:15:00+00:00,,,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,,,2026-06-25T09:10:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1689,ZH1689,CSZ1689,,air china,ca,cca,1689,ca1689,cca1689,,,,,,,,,,,,
2026-06-25,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-06-25T07:15:00+00:00,2026-06-25T07:15:00+00:00,,,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,,,2026-06-25T09:10:00+00:00,,,,,,Shandong Airlines,SC,CDG,5105,SC5105,CDG5105,,air china,ca,cca,1689,ca1689,cca1689,,,,,,,,,,,,
2026-06-25,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-06-25T07:15:00+00:00,2026-06-25T07:15:00+00:00,,,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,,,2026-06-25T09:10:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3986,NZ3986,ANZ3986,,air china,ca,cca,1689,ca1689,cca1689,,,,,,,,,,,,
2026-06-25,scheduled,,,Coconut Island,Australia/Brisbane,CNC,YCCT,,,,2026-06-25T08:05:00+00:00,2026-06-25T08:05:00+00:00,,,,Murray Island,Australia/Brisbane,MYI,YMAE,,,,2026-06-25T08:31:00+00:00,,,,,,Hinterland Aviation,OI,HND,418,OI418,HND418,,,,,,,,,,,7C0D21,,,,,,,,
2026-06-25,scheduled,,,Coconut Island,Australia/Brisbane,CNC,YCCT,,,,2026-06-25T08:05:00+00:00,2026-06-25T08:05:00+00:00,,,,Murray Island,Australia/Brisbane,MYI,YMAE,,,,2026-06-25T08:35:00+00:00,,,,,,Hinterland Aviation,OI,HND,511,OI511,HND511,,,,,,,,,,,,,,,,,,,
2026-06-25,scheduled,,,Horn Island,Australia/Brisbane,HID,YHID,,,,2026-06-25T09:00:00+00:00,2026-06-25T09:00:00+00:00,,,,Murray Island,Australia/Brisbane,MYI,YMAE,,,,2026-06-25T10:01:00+00:00,,,,,,empty,,,,,,,,,,,,,,,,7C4707,,,,,,,,
2026-06-25,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-06-25T07:20:00+00:00,2026-06-25T07:20:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-06-25T11:10:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5949,MH5949,MAS5949,,philippine airlines,pr,pal,525,pr525,pal525,,,,,,,,,,,,
2026-06-25,scheduled,,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A15A,,2026-06-25T02:20:00+00:00,2026-06-25T02:20:00+00:00,,,,Jazan,Asia/Riyadh,GIZ,OEGN,T1,,,2026-06-25T03:55:00+00:00,,,,,,Air India,AI,AIC,6423,AI6423,AIC6423,,saudia,sv,sva,1781,sv1781,sva1781,,,,7103DB,,,,,,,,
2026-06-25,scheduled,,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A16B,,2026-06-25T02:20:00+00:00,2026-06-25T02:20:00+00:00,,,,Gassim Regional Airport,Asia/Riyadh,ELQ,OEGS,,,,2026-06-25T03:45:00+00:00,,,,,,Malaysia Airlines,MH,MAS,4808,MH4808,MAS4808,,saudia,sv,sva,1254,sv1254,sva1254,,,,7103DC,,,,,,,,
2026-06-25,scheduled,,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A16B,,2026-06-25T02:20:00+00:00,2026-06-25T02:20:00+00:00,,,,Gassim Regional Airport,Asia/Riyadh,ELQ,OEGS,,,,2026-06-25T03:45:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9634,GA9634,GIA9634,,saudia,sv,sva,1254,sv1254,sva1254,,,,7103DC,,,,,,,,
2026-06-25,scheduled,,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A16B,,2026-06-25T02:20:00+00:00,2026-06-25T02:20:00+00:00,,,,Gassim Regional Airport,Asia/Riyadh,ELQ,OEGS,,,,2026-06-25T03:45:00+00:00,,,,,,Air India,AI,AIC,6421,AI6421,AIC6421,,saudia,sv,sva,1254,sv1254,sva1254,,,,7103DC,,,,,,,,
2026-06-25,scheduled,,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,E36-,,2026-06-25T02:15:00+00:00,2026-06-25T02:15:00+00:00,,,,King Khaled International,Asia/Riyadh,RUH,OERK,3,,,2026-06-25T04:00:00+00:00,,,,,,Saudia,SV,SVA,6565,SV6565,SVA6565,,flyadeal,f3,fad,156,f3156,fad156,,,,71001F,,,,,,,,
2026-06-25,scheduled,,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A11A,,2026-06-25T01:20:00+00:00,2026-06-25T01:20:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,1,,,2026-06-25T06:25:00+00:00,20.0,,,,,Garuda Indonesia,GA,GIA,9785,GA9785,GIA9785,,saudia,sv,sva,131,sv131,sva131,,,,7103D6,,,,,,,,
2026-06-25,scheduled,,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A11A,,2026-06-25T01:20:00+00:00,2026-06-25T01:20:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,1,,,2026-06-25T06:25:00+00:00,20.0,,,,,Delta Air Lines,DL,DAL,7319,DL7319,DAL7319,,saudia,sv,sva,131,sv131,sva131,,,,7103D6,,,,,,,,
2026-06-25,scheduled,,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A11A,,2026-06-25T01:20:00+00:00,2026-06-25T01:20:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,1,,,2026-06-25T06:25:00+00:00,20.0,,,,,Air France,AF,AFR,6680,AF6680,AFR6680,,saudia,sv,sva,131,sv131,sva131,,,,7103D6,,,,,,,,
2026-06-25,active,,,Irkutsk,Asia/Irkutsk,IKT,UIII,,,,2026-06-25T01:00:00+00:00,2026-06-25T01:00:00+00:00,2026-06-25T00:58:00+00:00,2026-06-25T00:58:00+00:00,2026-06-25T00:58:00+00:00,Novyy,Asia/Vladivostok,KHV,UHHH,,,,2026-06-25T06:10:00+00:00,,2026-06-25T06:01:00+00:00,,,,Aurora,HZ,SHU,5653,HZ5653,SHU5653,,,,,,,,,,,151FCE,,,,,,,,
2026-06-25,active,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,,,,2026-06-25T01:10:00+00:00,2026-06-25T01:10:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-06-25T03:05:00+00:00,,,,,,North-Western Cargo,CO,CNW,9607,CO9607,CNW9607,,,,,,,,,,,7BD025,,,,,,,,
2026-06-25,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,112,,2026-06-25T01:55:00+00:00,2026-06-25T01:55:00+00:00,2026-06-25T02:08:00+00:00,2026-06-25T02:08:00+00:00,2026-06-25T02:08:00+00:00,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-06-25T05:35:00+00:00,,,,,,Japan Airlines,JL,JAL,77,JL77,JAL77,,,,,,,,JA835J,B788,B788,86D9B8,2026-06-24T17:30:46+00:00,34.8715,137.867,9745.98,212.0,872.292,0.0,False
2026-06-25,scheduled,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,,,,2026-06-25T04:00:00+00:00,2026-06-25T04:00:00+00:00,,,,Liszt Ferenc International,Europe/Budapest,BUD,LHBP,,,,2026-06-25T09:11:00+00:00,10.0,,,,,Ethiopian Airlines,ET,ETH,3707,ET3707,ETH3707,,,,,,,,,,,04022C,,,,,,,,
2026-06-25,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-06-25T07:00:00+00:00,2026-06-25T07:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,3,,,2026-06-25T09:10:00+00:00,,,,,,Air Cambodia,K6,KHV,3207,K63207,KHV3207,,vietnam airlines,vn,hvn,207,vn207,hvn207,,,,,,,,,,,,
2026-06-25,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-06-25T07:00:00+00:00,2026-06-25T07:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,3,,,2026-06-25T09:10:00+00:00,,,,,,China Airlines,CI,CAL,8807,CI8807,CAL8807,,vietnam airlines,vn,hvn,207,vn207,hvn207,,,,,,,,,,,,
2026-06-25,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-06-25T07:00:00+00:00,2026-06-25T07:00:00+00:00,,,,Cam Ranh,Asia/Ho_Chi_Minh,CXR,VVCR,1,,,2026-06-25T08:50:00+00:00,,,,,,,H1,H1,4453,H14453,H14453,,vietjet air,vj,vjc,1771,vj1771,vjc1771,,,,,,,,,,,,
2026-06-25,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-06-25T07:00:00+00:00,2026-06-25T07:00:00+00:00,,,,Cam Ranh,Asia/Ho_Chi_Minh,CXR,VVCR,1,,,2026-06-25T08:50:00+00:00,,,,,,,A1,A1,4771,A14771,A14771,,vietjet air,vj,vjc,1771,vj1771,vjc1771,,,,,,,,,,,,
