flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,1,,2026-06-06T16:05:00+00:00,2026-06-06T16:05:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,36,9,2026-06-06T17:50:00+00:00,,,,,,Japan Airlines,JL,JTL,7888,JL7888,JTL7888,,,,,,qantas,qf,qfa,146,qf146,qfa146,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,1,,2026-06-06T16:05:00+00:00,2026-06-06T16:05:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,36,9,2026-06-06T17:50:00+00:00,,,,,,Emirates,EK,UAE,5056,EK5056,UAE5056,,,,,,qantas,qf,qfa,146,qf146,qfa146,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,1,,2026-06-06T16:05:00+00:00,2026-06-06T16:05:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,36,9,2026-06-06T17:50:00+00:00,,,,,,China Southern Airlines,CZ,CSN,7436,CZ7436,CSN7436,,,,,,qantas,qf,qfa,146,qf146,qfa146,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,1,,2026-06-06T16:05:00+00:00,2026-06-06T16:05:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,36,9,2026-06-06T17:50:00+00:00,,,,,,China Airlines,CI,CAL,9998,CI9998,CAL9998,,,,,,qantas,qf,qfa,146,qf146,qfa146,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,1,,2026-06-06T16:05:00+00:00,2026-06-06T16:05:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,36,9,2026-06-06T17:50:00+00:00,,,,,,Finnair,AY,FIN,5040,AY5040,FIN5040,,,,,,qantas,qf,qfa,146,qf146,qfa146,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,1,,2026-06-06T16:05:00+00:00,2026-06-06T16:05:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,36,9,2026-06-06T17:50:00+00:00,,,,,,IndiGo,6E,IGO,4950,6E4950,IGO4950,,,,,,qantas,qf,qfa,146,qf146,qfa146,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,9,,2026-06-06T15:55:00+00:00,2026-06-06T15:55:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,86,I07,2026-06-06T17:50:00+00:00,,,,,,American Airlines,AA,AAL,7269,AA7269,AAL7269,,,,,,qantas,qf,qfa,126,qf126,qfa126,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,9,,2026-06-06T15:55:00+00:00,2026-06-06T15:55:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,86,I07,2026-06-06T17:50:00+00:00,,,,,,China Airlines,CI,CAL,8638,CI8638,CAL8638,,,,,,qantas,qf,qfa,126,qf126,qfa126,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,9,,2026-06-06T15:55:00+00:00,2026-06-06T15:55:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,86,I07,2026-06-06T17:50:00+00:00,,,,,,Air Tahiti Nui,TN,THT,1405,TN1405,THT1405,,,,,,qantas,qf,qfa,126,qf126,qfa126,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,9,,2026-06-06T15:55:00+00:00,2026-06-06T15:55:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,86,I07,2026-06-06T17:50:00+00:00,,,,,,Emirates,EK,UAE,5007,EK5007,UAE5007,,,,,,qantas,qf,qfa,126,qf126,qfa126,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,9,,2026-06-06T15:55:00+00:00,2026-06-06T15:55:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,86,I07,2026-06-06T17:50:00+00:00,,,,,,Finnair,AY,FIN,4866,AY4866,FIN4866,,,,,,qantas,qf,qfa,126,qf126,qfa126,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,3,,2026-06-06T15:15:00+00:00,2026-06-06T15:15:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,5,4,2026-06-06T17:25:00+00:00,,,,,,China Eastern Airlines,MU,CES,4031,MU4031,CES4031,,,,,,qantas,qf,qfa,156,qf156,qfa156,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,3,,2026-06-06T15:15:00+00:00,2026-06-06T15:15:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,5,4,2026-06-06T17:25:00+00:00,,,,,,IndiGo,6E,IGO,4944,6E4944,IGO4944,,,,,,qantas,qf,qfa,156,qf156,qfa156,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,3,,2026-06-06T15:15:00+00:00,2026-06-06T15:15:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,5,4,2026-06-06T17:25:00+00:00,,,,,,China Airlines,CI,CAL,8636,CI8636,CAL8636,,,,,,qantas,qf,qfa,156,qf156,qfa156,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,3,,2026-06-06T15:15:00+00:00,2026-06-06T15:15:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,5,4,2026-06-06T17:25:00+00:00,,,,,,Emirates,EK,UAE,5063,EK5063,UAE5063,,,,,,qantas,qf,qfa,156,qf156,qfa156,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,3,,2026-06-06T15:15:00+00:00,2026-06-06T15:15:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,5,4,2026-06-06T17:25:00+00:00,,,,,,SriLankan Airlines,UL,ALK,3420,UL3420,ALK3420,,,,,,qantas,qf,qfa,156,qf156,qfa156,,,,,,,,,
2026-06-06,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,3,,2026-06-06T15:15:00+00:00,2026-06-06T15:15:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,5,4,2026-06-06T17:25:00+00:00,,,,,,Air Tahiti Nui,TN,THT,1403,TN1403,THT1403,,,,,,qantas,qf,qfa,156,qf156,qfa156,,,,,,,,,
2026-06-06,scheduled,,Arlanda,Europe/Stockholm,ARN,ESSA,,,,2026-06-06T07:50:00+00:00,2026-06-06T07:50:00+00:00,,,,Santorini (Thira),Europe/Athens,JTR,LGSR,,,,2026-06-06T12:39:00+00:00,15.0,,,,,SAS,SK,SAS,7847,SK7847,SAS7847,,,,,4CAD87,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Sialkot International,Asia/Karachi,SKT,OPST,,,,2026-06-06T06:50:00+00:00,2026-06-06T06:50:00+00:00,,,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,,,2026-06-06T09:20:00+00:00,,,,,,Air Arabia,G9,ABY,312,G9312,ABY312,,,,,896633,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Tolmachevo,Asia/Novosibirsk,OVB,UNNT,C,9,68.0,2026-06-06T06:45:00+00:00,2026-06-06T06:45:00+00:00,2026-06-06T08:26:00+00:00,2026-06-06T08:26:00+00:00,2026-06-06T08:26:00+00:00,Sochi/Adler International Airport,Europe/Moscow,AER,URSS,,,,2026-06-06T08:05:00+00:00,68.0,2026-06-06T09:13:00+00:00,,,,Rossiya,FV,SDM,6642,FV6642,SDM6642,,,,,151DF9,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,11,,2026-06-06T14:45:00+00:00,2026-06-06T14:45:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,25,,2026-06-06T16:25:00+00:00,,,,,,China Southern Airlines,CZ,CSN,7573,CZ7573,CSN7573,,,,,,qantas,qf,qfa,739,qf739,qfa739,,,,,,,,,
2026-06-06,scheduled,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,11,,2026-06-06T14:45:00+00:00,2026-06-06T14:45:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,25,,2026-06-06T16:25:00+00:00,,,,,,China Eastern Airlines,MU,CES,4049,MU4049,CES4049,,,,,,qantas,qf,qfa,739,qf739,qfa739,,,,,,,,,
2026-06-06,landed,,Kingscote,Australia/Adelaide,KGC,YKSC,,,,2026-06-06T10:40:00+00:00,2026-06-06T10:40:00+00:00,2026-06-06T10:39:00+00:00,2026-06-06T10:39:00+00:00,2026-06-06T10:39:00+00:00,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,,,2026-06-06T11:25:00+00:00,,,2026-06-06T11:00:00+00:00,2026-06-06T11:00:00+00:00,2026-06-06T11:00:00+00:00,QantasLink,,QLK,2561,,QLK2561,,,,,7C5302,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Clinton Field,America/New_York,ILN,KILN,,,,2026-06-06T00:12:00+00:00,2026-06-06T00:12:00+00:00,,,,Lehigh Valley International,America/New_York,ABE,KABE,,,,2026-06-06T01:30:00+00:00,,,,,,Air Transport International,8C,ATN,4308,8C4308,ATN4308,,,,,,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Dyce,Europe/London,ABZ,EGPD,,,,2026-06-06T07:00:00+00:00,2026-06-06T07:00:00+00:00,,,,Ronaldsway,Europe/Isle_of_Man,IOM,EGNS,,,,2026-06-06T08:07:00+00:00,10.0,,,,,Loganair,LM,LOG,,LM,LOG,,,,,400880,,,,,,,,,,,,,,,
2026-06-06,active,,Albury,Australia/Sydney,ABX,YMAY,,,,2026-06-06T11:00:00+00:00,2026-06-06T11:00:00+00:00,2026-06-06T11:00:00+00:00,2026-06-06T11:00:00+00:00,2026-06-06T11:00:00+00:00,Benalla,Australia/Melbourne,BLN,YBLA,,,,2026-06-06T11:42:00+00:00,,,,,,empty,,,,,,,,,,7CC514,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,A3,,2026-06-06T09:25:00+00:00,2026-06-06T09:25:00+00:00,,,,Kuantan,Asia/Kuala_Lumpur,KUA,WMKD,,,,2026-06-06T10:15:00+00:00,,,,,,Oman Air,WY,OMA,5648,WY5648,OMA5648,,,,,75027B,malaysia airlines,mh,mas,1268,mh1268,mas1268,,,,,,,,,
2026-06-06,scheduled,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,A3,,2026-06-06T09:25:00+00:00,2026-06-06T09:25:00+00:00,,,,Kuantan,Asia/Kuala_Lumpur,KUA,WMKD,,,,2026-06-06T10:15:00+00:00,,,,,,Turkish Airlines,TK,THY,7981,TK7981,THY7981,,,,,75027B,malaysia airlines,mh,mas,1268,mh1268,mas1268,,,,,,,,,
2026-06-06,scheduled,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,A3,,2026-06-06T09:25:00+00:00,2026-06-06T09:25:00+00:00,,,,Kuantan,Asia/Kuala_Lumpur,KUA,WMKD,,,,2026-06-06T10:15:00+00:00,,,,,,Qatar Airways,QR,QTR,5035,QR5035,QTR5035,,,,,75027B,malaysia airlines,mh,mas,1268,mh1268,mas1268,,,,,,,,,
2026-06-06,scheduled,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,A3,,2026-06-06T09:25:00+00:00,2026-06-06T09:25:00+00:00,,,,Kuantan,Asia/Kuala_Lumpur,KUA,WMKD,,,,2026-06-06T10:15:00+00:00,,,,,,Philippine Airlines,PR,PAL,3614,PR3614,PAL3614,,,,,75027B,malaysia airlines,mh,mas,1268,mh1268,mas1268,,,,,,,,,
2026-06-06,scheduled,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,A3,,2026-06-06T09:25:00+00:00,2026-06-06T09:25:00+00:00,,,,Kuantan,Asia/Kuala_Lumpur,KUA,WMKD,,,,2026-06-06T10:15:00+00:00,,,,,,Japan Airlines,JL,JTL,7187,JL7187,JTL7187,,,,,75027B,malaysia airlines,mh,mas,1268,mh1268,mas1268,,,,,,,,,
2026-06-06,scheduled,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,A3,,2026-06-06T09:25:00+00:00,2026-06-06T09:25:00+00:00,,,,Kuantan,Asia/Kuala_Lumpur,KUA,WMKD,,,,2026-06-06T10:15:00+00:00,,,,,,Fly Sky Airlines,FY,FSQ,4230,FY4230,FSQ4230,,,,,75027B,malaysia airlines,mh,mas,1268,mh1268,mas1268,,,,,,,,,
2026-06-06,active,,Shang-Yi,Asia/Taipei,KNH,RCBS,,,6.0,2026-06-06T08:55:00+00:00,2026-06-06T08:55:00+00:00,2026-06-06T09:17:00+00:00,2026-06-06T09:17:00+00:00,2026-06-06T09:17:00+00:00,Taipei Songshan (Sung Shan),Asia/Taipei,TSA,RCSS,2,,,2026-06-06T09:55:00+00:00,23.0,2026-06-06T10:01:00+00:00,,,,EVA Air,BR,EVA,8802,BR8802,EVA8802,,,,,899071,,,,,,,,,,,,,,,
2026-06-06,active,,Kansai International,Asia/Tokyo,KIX,RJBB,1,23,,2026-06-06T10:15:00+00:00,2026-06-06T10:15:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,13,2026-06-06T11:45:00+00:00,,,,,,Japan Airlines,JL,JAL,891,JL891,JAL891,,,,,86D996,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-06-06T07:15:00+00:00,2026-06-06T07:15:00+00:00,,,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,,,,2026-06-06T10:32:00+00:00,,,,,,Turkish Airlines,TK,THY,5372,TK5372,THY5372,,,,,4BB166,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Armidale,Australia/Sydney,ARM,YARM,,,,2026-06-06T11:40:00+00:00,2026-06-06T11:40:00+00:00,2026-06-06T11:40:00+00:00,2026-06-06T11:40:00+00:00,2026-06-06T11:40:00+00:00,Hervey Bay,Australia/Brisbane,HVB,YHBA,,,,2026-06-06T13:32:00+00:00,,,,,,empty,,,,,,,,,,7CB06B,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Valley International,America/Chicago,HRL,KHRL,,,,2026-06-06T01:00:00+00:00,2026-06-06T01:00:00+00:00,,,,Miami International Airport,America/New_York,MIA,KMIA,,,,2026-06-06T04:37:00+00:00,,,,,,GlobalX,G6,GXA,166,G6166,GXA166,,,,,,,,,,,,,,,,,,,,
2026-06-06,scheduled,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,10,,2026-06-06T12:50:00+00:00,2026-06-06T12:50:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B12,2026-06-06T15:55:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4523,CZ4523,CSN4523,,,,,7808D5,xiamen air,mf,cxa,8812,mf8812,cxa8812,,,,,,,,,
2026-06-06,scheduled,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,10,,2026-06-06T12:50:00+00:00,2026-06-06T12:50:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B12,2026-06-06T15:55:00+00:00,,,,,,Hebei Airlines,NS,HBH,8812,NS8812,HBH8812,,,,,7808D5,xiamen air,mf,cxa,8812,mf8812,cxa8812,,,,,,,,,
2026-06-06,scheduled,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,10,,2026-06-06T12:50:00+00:00,2026-06-06T12:50:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B12,2026-06-06T15:55:00+00:00,,,,,,Sichuan Airlines,3U,CSC,2774,3U2774,CSC2774,,,,,7808D5,xiamen air,mf,cxa,8812,mf8812,cxa8812,,,,,,,,,
2026-06-06,scheduled,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,10,,2026-06-06T12:50:00+00:00,2026-06-06T12:50:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B12,2026-06-06T15:55:00+00:00,,,,,,China Eastern Airlines,MU,CES,4885,MU4885,CES4885,,,,,7808D5,xiamen air,mf,cxa,8812,mf8812,cxa8812,,,,,,,,,
2026-06-06,scheduled,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,10,,2026-06-06T12:50:00+00:00,2026-06-06T12:50:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B12,2026-06-06T15:55:00+00:00,,,,,,Juneyao Air,HO,DKH,7335,HO7335,DKH7335,,,,,7808D5,xiamen air,mf,cxa,8812,mf8812,cxa8812,,,,,,,,,
2026-06-06,scheduled,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,10,,2026-06-06T12:50:00+00:00,2026-06-06T12:50:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B12,2026-06-06T15:55:00+00:00,,,,,,China Express Airlines,G5,HXA,9710,G59710,HXA9710,,,,,7808D5,xiamen air,mf,cxa,8812,mf8812,cxa8812,,,,,,,,,
